sku_id,category,name,mrp,discountpercent,availablequantity,discountedsellingprice,weighingms,outofstock,quantity
265,Fruits & Vegetables,Coccinia,0.32,15.00,3,0.27,250,f,250
266,Fruits & Vegetables,Guava,0.54,16.00,3,0.45,232,f,4
267,Fruits & Vegetables,Apple Washington,1.77,15.00,3,1.49,232,f,4
268,Fruits & Vegetables,Amla,0.32,15.00,3,0.27,250,f,250
269,Fruits & Vegetables,Beans Cluster,0.30,16.00,3,0.25,250,f,250
270,Fruits & Vegetables,Apple Royal Gala,1.89,15.00,3,1.59,232,f,4
271,Fruits & Vegetables,Chilli Bhaji,0.30,16.00,3,0.25,250,f,250
272,Fruits & Vegetables,Lettuce Green,0.23,17.00,3,0.19,100,f,100
273,Fruits & Vegetables,Baby Corn Peeled,0.35,17.00,3,0.29,250,f,250
274,Fruits & Vegetables,Mixed Sprouts,0.35,17.00,3,0.29,200,f,200
275,Fruits & Vegetables,Zucchini Green,0.35,17.00,3,0.29,250,f,250
276,Fruits & Vegetables,Beans Broad,0.42,16.00,3,0.35,250,f,250
277,Fruits & Vegetables,Raw Banana,0.20,15.00,6,0.17,500,f,500
278,Fruits & Vegetables,Colocasia ,0.29,17.00,6,0.24,500,f,500
279,Fruits & Vegetables,Tomato Cherry ,0.35,17.00,3,0.29,200,f,200
280,Fruits & Vegetables,Sweet Potato ,0.38,15.00,3,0.32,500,f,500
281,Fruits & Vegetables,Pineapple Slice,0.89,15.00,3,0.75,200,f,200
282,Fruits & Vegetables,Orange,0.54,16.00,3,0.45,116,f,2
283,Fruits & Vegetables,Dragon Fruit Imported,0.70,15.00,3,0.59,58,f,1
284,Fruits & Vegetables,Zucchini Yellow,0.42,16.00,3,0.35,250,f,500
285,Fruits & Vegetables,Apple Kinnaur,1.42,16.00,6,1.19,232,f,4
286,Fruits & Vegetables,Pineapple,0.94,15.00,3,0.79,58,f,1
287,Fruits & Vegetables,Basil,0.20,15.00,3,0.17,100,f,100
288,Fruits & Vegetables,Parsley,0.17,17.00,3,0.14,100,f,100
289,Fruits & Vegetables,Ridge Gourd,0.30,16.00,3,0.25,500,f,500
290,Fruits & Vegetables,Papaya Cut,0.46,15.00,3,0.39,200,f,200
291,Fruits & Vegetables,Pomegranate Peeled,0.58,15.00,2,0.49,100,f,100
292,Fruits & Vegetables,Pear Green Imported,0.82,15.00,3,0.69,116,f,2
293,Fruits & Vegetables,Guava Thai,0.70,15.00,3,0.59,116,f,2
294,Fruits & Vegetables,Lettuce Red,0.20,15.00,3,0.17,100,f,100
295,Fruits & Vegetables,Mango Raw,0.60,16.00,3,0.50,500,f,500
296,Fruits & Vegetables,Biryani /Pulav Mix,0.58,15.00,3,0.49,250,f,250
297,Fruits & Vegetables,Banana Nendran,0.54,16.00,6,0.45,500,f,500
298,Fruits & Vegetables,Pumpkin Cut,0.30,16.00,3,0.25,200,f,200
299,Fruits & Vegetables,Banana Red,0.54,16.00,6,0.45,500,f,500
300,Fruits & Vegetables,Radish White,0.23,17.00,6,0.19,500,f,500
301,Fruits & Vegetables,Avocado Indian Premium,1.77,15.00,3,1.49,58,f,1
302,Fruits & Vegetables,Banana Leaf,0.12,16.00,2,0.10,58,f,1
303,Fruits & Vegetables,Sponge Gourd,0.25,16.00,2,0.21,300,f,300
304,Fruits & Vegetables,Zama Organics Carrot,0.20,15.00,3,0.17,250,f,250
305,Fruits & Vegetables,Safal Frozen - Mixed Vegetables,1.10,4.00,2,1.05,1000,f,1
306,Fruits & Vegetables,Zama Organics Sweet Potato,0.37,16.00,3,0.31,250,f,250
307,Fruits & Vegetables,Beetroot,0.16,18.00,3,0.13,500,f,500
308,Fruits & Vegetables,Capsicum,0.26,19.00,3,0.21,500,f,500
309,Fruits & Vegetables,Carrot,0.19,21.00,3,0.15,500,f,500
310,Fruits & Vegetables,Garlic,0.17,23.00,3,0.13,200,f,200
311,Fruits & Vegetables,Carrot,0.13,15.00,0,0.11,250,t,200
312,Fruits & Vegetables,Beetroot,0.11,18.00,0,0.09,250,t,250
313,Fruits & Vegetables,Moong Sprouts,0.35,17.00,0,0.29,200,t,200
314,Fruits & Vegetables,Safal Frozen Mixed Vegetables,0.60,5.00,0,0.57,500,t,500
315,Fruits & Vegetables,Safal Frozen Corn,0.41,4.00,0,0.39,200,t,200
316,Fruits & Vegetables,Safal Frozen - Sweet Corn,1.60,5.00,0,1.52,1000,t,1
317,Cooking Essentials,Maggi 2 Minute Masala Noodles,0.12,0.00,6,0.12,70,f,70
318,Cooking Essentials,iD Idli & Dosa Batter ,0.80,15.00,6,0.68,1000,f,1
319,Cooking Essentials,Tata Salt,0.24,0.00,6,0.24,1000,f,1
320,Cooking Essentials,Arden Eggs White,0.97,0.00,4,0.97,696,f,12
321,Cooking Essentials,Arden Eggs White,0.65,15.00,4,0.55,348,f,6
322,Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),2.30,4.00,6,2.19,1000,f,1
323,Cooking Essentials,Aashirvaad Superior MP Atta,2.50,2.00,6,2.45,5000,f,5
324,Cooking Essentials,Amul Pure Ghee (Pouch),2.55,2.00,6,2.49,500,f,500
325,Cooking Essentials,Arden Eggs Brown,0.85,7.00,4,0.79,348,f,6
326,Cooking Essentials,Tata Salt Lite,0.40,10.00,6,0.36,1000,f,1
327,Cooking Essentials,Saffola Gold Oil (Pouch),2.15,0.00,6,2.15,1000,f,1
328,Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),9.25,0.00,6,9.25,5000,f,5
329,Cooking Essentials,Fortune Rice Bran (Pouch),2.25,11.00,6,1.99,1000,f,1
330,Cooking Essentials,Saffola Active Oil,2.10,0.00,6,2.10,1000,f,1
331,Cooking Essentials,Amul Pure Ghee (Pouch),5.05,1.00,2,4.99,1000,f,1
332,Cooking Essentials,Aashirvaad Atta,4.60,13.00,6,3.99,10000,f,10
333,Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),1.60,6.00,4,1.49,1000,f,1
334,Cooking Essentials,Amul Ghee (Tin),5.20,2.00,6,5.09,1000,f,1
335,Cooking Essentials,Amul Fresh Cream,1.97,3.00,3,1.91,1000,f,1
336,Cooking Essentials,Popular Essentials Pure Jaggery,0.50,2.00,6,0.49,450,f,450
337,Cooking Essentials,Aashirvaad Multigrain Atta,0.64,3.00,2,0.62,1000,f,1
338,Cooking Essentials,Fortune Soyabean Oil,10.05,0.00,6,9.99,5000,f,5
339,Cooking Essentials,Popular Essentials Sunflower Seeds,0.25,0.00,6,0.25,50,f,50
340,Cooking Essentials,Tata Sampann kabuli chana,1.85,1.00,4,1.83,1000,f,500
341,Cooking Essentials,Dhara Groundnut Oil (Pouch),2.30,11.00,6,2.03,1000,f,1
342,Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,12.00,18.00,6,9.84,5000,f,5
343,Cooking Essentials,24 Mantra Organic Jaggery Powder,0.80,15.00,6,0.68,500,f,500
344,Cooking Essentials,Tata Sampann High Protien Kabuli Chana,0.94,0.00,1,0.94,500,f,500
345,Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,12.50,8.00,6,11.43,5000,f,5
346,Cooking Essentials,D'lecta Dairy Cream,0.54,5.00,6,0.51,200,f,200
347,Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,0.15,0.00,3,0.15,60,f,60
348,Cooking Essentials,Dabur Ginger Garlic Paste,0.25,8.00,3,0.23,100,f,100
349,Cooking Essentials,Ching's Secret Instant Schezwan Noodles,0.15,0.00,6,0.15,60,f,60
350,Cooking Essentials,Gowardhan Ghee/Tuppa Jar,3.15,1.00,6,3.09,500,f,500
351,Cooking Essentials,Tata Sampann Unpolished Moong Dal ,0.92,4.00,4,0.88,500,f,500
352,Cooking Essentials,Aashirvaad Select Atta,0.64,0.00,6,0.64,1000,f,1
353,Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,0.15,0.00,4,0.15,100,f,100
354,Cooking Essentials,Gowardhan Ghee Jar,5.98,3.00,6,5.79,1000,f,1
355,Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,0.20,0.00,1,0.20,70,f,70
356,Cooking Essentials,Popular Essentials Refined Sugar,0.60,0.00,6,0.60,1000,f,1
357,Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,2.16,7.00,6,1.99,1000,f,1
358,Cooking Essentials,Saffola Veggie Twist Masala Oats,0.15,0.00,6,0.15,38,f,38
359,Cooking Essentials,Satyam Puffed Rice Kurmura (R),0.23,0.00,6,0.23,200,f,200
360,Cooking Essentials,Quaker Oats,0.79,0.00,2,0.79,400,f,400
361,Cooking Essentials,Aashirvaad Select Sharbati Atta,3.15,10.00,6,2.83,5000,f,5
362,Cooking Essentials,Popular Essentials Refined Sugar,2.95,10.00,6,2.65,5000,f,5
363,Cooking Essentials,Gowardhan Cow Ghee Pouch,5.79,10.00,6,5.21,1000,f,1
364,Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,2.10,5.00,6,1.99,1000,f,1
365,Cooking Essentials,Parachute Oil ,0.40,7.00,3,0.37,100,f,100
366,Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),0.18,0.00,6,0.18,100,f,100
367,Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,0.56,3.00,4,0.54,200,f,200
368,Cooking Essentials,Saffola Gold (Jar),12.40,0.00,6,12.40,5000,f,5
369,Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,1.20,1.00,3,1.18,240,f,240
370,Cooking Essentials,Fortune Rice Bran Health Oil (Jar),10.50,1.00,6,10.39,5000,f,5
371,Cooking Essentials,Arden Desi Eggs,1.10,13.00,4,0.95,348,f,6
372,Cooking Essentials,Fortune Rozana Basmati Rice,5.85,21.00,6,4.62,5000,f,5
373,Cooking Essentials,Fortune Biriyani Special Basmati Rice,1.75,0.00,5,1.75,1000,f,1
374,Cooking Essentials,Everest Garam Masala,0.78,7.00,5,0.72,100,f,100
375,Cooking Essentials,Popular Essentials Pumpkin Seeds,0.90,16.00,6,0.75,100,f,100
376,Cooking Essentials,Fortune Soya Health Refined Soybean Oil,2.10,1.00,2,2.06,1000,f,1
377,Cooking Essentials,Gowardhan Pure Ghee Pouch,2.95,4.00,6,2.81,500,f,500
378,Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,0.40,5.00,3,0.38,100,f,100
379,Cooking Essentials,Weikfield Baking Soda,0.30,3.00,6,0.29,100,f,100
380,Cooking Essentials,Everest Pav Bhaji Masala,0.37,10.00,4,0.33,50,f,50
381,Cooking Essentials,Tata Sampann Unpolished Chana Dal,0.95,6.00,2,0.89,1000,f,500
382,Cooking Essentials,Amul Mithai Mate EOE Tin,1.12,2.00,6,1.09,400,f,400
383,Cooking Essentials,Pillsbury Chakki Fresh Atta,4.50,16.00,6,3.75,10000,f,10
384,Cooking Essentials,Everest Chicken Masala,0.39,2.00,1,0.38,50,f,50
385,Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),2.05,7.00,6,1.90,1000,f,1
386,Cooking Essentials,Borges Extra Virgin Olive Oil,4.00,25.00,1,2.99,250,f,250
387,Cooking Essentials,Everest Shahi Biryani Masala,0.70,14.00,6,0.60,50,f,50
388,Cooking Essentials,Popular Essentials Californian Almond,3.50,28.00,6,2.51,250,f,250
389,Cooking Essentials,Popular Essentials Ajwain Whole,0.25,0.00,4,0.25,50,f,50
390,Cooking Essentials,Everest Tikhalal Chilli Powder,2.35,9.00,6,2.12,500,f,500
391,Cooking Essentials,Popular Essentials Kabuli Chana Regular,0.85,9.00,6,0.77,500,f,500
392,Cooking Essentials,Pillsbury Chakki Fresh Atta,0.52,0.00,4,0.52,1000,f,1
393,Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,0.45,2.00,6,0.44,100,f,100
394,Cooking Essentials,Popular Essentials Bansi Sooji,0.35,2.00,3,0.34,500,f,500
395,Cooking Essentials,Happilo Premium International Queen Kalmi Dates,2.45,29.00,6,1.72,200,f,200
396,Cooking Essentials,Tata Sampann Unpolished Urad Whole,1.01,6.00,4,0.94,500,f,500
397,Cooking Essentials,Popular Essentials Cashew Split,3.25,12.00,6,2.83,250,f,250
398,Cooking Essentials,Popular Essentials Chana Dal (Un-Polished),0.60,10.00,6,0.54,500,f,500
399,Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),1.34,6.00,6,1.25,500,f,500
400,Cooking Essentials,Everest Garam Masala,0.42,2.00,2,0.41,50,f,50
401,Cooking Essentials,Everest Kitchen King Masala,0.70,14.00,2,0.60,100,f,100
402,Cooking Essentials,24 Mantra Organic Cumin,0.70,7.00,2,0.65,100,f,100
403,Cooking Essentials,Nestle Milkmaid,1.32,3.00,6,1.28,400,f,400
404,Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,0.65,9.00,6,0.59,1000,f,1
405,Cooking Essentials,24 Mantra Organic Tur Dal,2.60,20.00,6,2.08,1000,f,1
406,Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,0.99,10.00,6,0.89,200,f,200
407,Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),0.65,10.00,3,0.58,500,f,500
408,Cooking Essentials,24 Mantra Organic Peanuts,1.35,7.00,1,1.25,500,f,500
409,Cooking Essentials,Everest Hingraj Powder,0.90,10.00,2,0.81,50,f,50
410,Cooking Essentials,Everest Black Pepper Powder,1.35,14.00,6,1.15,100,f,100
411,Cooking Essentials,Tata Sampann Masoor Dal Stand,1.50,10.00,4,1.34,1000,f,1
412,Cooking Essentials,24 Mantra Organic Besan,0.95,7.00,5,0.88,500,f,500
413,Cooking Essentials,Quaker Oats,1.99,7.00,6,1.84,1000,f,1
414,Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),4.85,7.00,6,4.49,2000,f,2
415,Cooking Essentials,Nestle Everyday Dairy Whitener,2.10,0.00,4,2.10,400,f,400
416,Cooking Essentials,24 Mantra Organic Red Poha,0.75,8.00,1,0.69,500,f,500
417,Cooking Essentials,Everest Powder - Tea Masala,0.98,9.00,5,0.89,100,f,100
418,Cooking Essentials,Tata Sampann Urad Dal Split,0.94,4.00,6,0.90,500,f,500
419,Cooking Essentials,Popular Essentials Idli Sooji ,0.30,6.00,6,0.28,500,f,500
420,Cooking Essentials,Popular Essentials Dessicated Coconut,0.95,9.00,6,0.86,200,f,200
421,Cooking Essentials,Sunfeast Yippee! Mood Masala Noodles,0.60,28.00,3,0.43,260,f,260
422,Cooking Essentials,Chef's Basket Durum Wheat Elbow Pasta,1.60,50.00,6,0.80,500,f,500
423,Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,0.25,20.00,6,0.20,60,f,60
424,Cooking Essentials,Satyam Khobra,1.13,10.00,5,1.01,200,f,200
425,Cooking Essentials,Betty Crocker Complete Pancake Mix Original,1.10,4.00,6,1.05,250,f,500
426,Cooking Essentials,Borges Durum Wheat Fusilli Pasta ,2.50,0.00,3,2.50,500,f,500
427,Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,1.35,0.00,2,1.35,500,f,500
428,Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,0.37,0.00,6,0.37,100,f,100
429,Cooking Essentials,Tata Sampann Moong Dal Split,1.80,1.00,5,1.78,1000,f,200
430,Cooking Essentials,Tata Sampann Kala Chana,0.64,0.00,5,0.64,500,f,500
431,Cooking Essentials,Saffola Soya Chunks Mealmaker,0.50,0.00,2,0.50,200,f,200
432,Cooking Essentials,24 Mantra Bura Sugar (Demerara),0.80,10.00,6,0.72,500,f,500
433,Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),2.00,1.00,6,1.98,50,f,50
434,Cooking Essentials,Hershey's Syrup Delicious Strawberry,0.95,0.00,1,0.95,200,f,200
435,Cooking Essentials,Popular Essentials Anjeer,1.90,11.00,4,1.69,100,f,100
436,Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,0.20,0.00,2,0.20,100,f,100
437,Cooking Essentials,Weikfield Baking Powder,0.33,3.00,6,0.32,100,f,100
438,Cooking Essentials,Dabur Honey Squeezy,1.85,9.00,6,1.67,225,f,225
439,Cooking Essentials,Tata Sampann High Protein Kali Urad,0.91,14.00,6,0.78,500,f,500
440,Cooking Essentials,Everest Kitchen King Masala,0.37,2.00,6,0.36,50,f,50
441,Cooking Essentials,Chef's Basket Durum Wheat Fusilli Pasta,1.60,50.00,6,0.80,500,f,500
442,Cooking Essentials,TilSona Til Oil,1.80,10.00,2,1.62,500,f,500
443,Cooking Essentials,Top Ramen Chicken Noodles,0.60,10.00,1,0.54,280,f,280
444,Cooking Essentials,Everest Chaat Masala,0.35,2.00,1,0.34,50,f,50
445,Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,0.89,10.00,2,0.80,40,f,40
446,Cooking Essentials,Popular Essentials White Peas (Un-Polished),0.80,10.00,5,0.72,500,f,500
447,Cooking Essentials,Ching’s Secret Chowmein Hakka Noodles Masala ,0.44,0.00,2,0.44,60,f,60
448,Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),10.50,1.00,6,10.35,5000,f,5
449,Cooking Essentials,Pillsbury Choco Chip Pancake Mix,0.99,5.00,6,0.94,165,f,165
450,Cooking Essentials,Hershey's Caramel Syrup,2.30,0.00,1,2.30,623,f,623
451,Cooking Essentials,Pillsbury Multi Grain Atta,0.60,6.00,3,0.56,1000,f,1
452,Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,1.20,1.00,2,1.18,240,f,240
453,Cooking Essentials,Satyam Puffed Rice Kurmura (A),0.43,0.00,6,0.43,200,f,200
454,Cooking Essentials,MTR 3 Min Poha,0.25,0.00,6,0.25,60,f,60
455,Cooking Essentials,Ching's Manchurian Instant Noodles,0.15,0.00,5,0.15,60,f,60
456,Cooking Essentials,Everest Pav Bhaji Masala,0.70,0.00,2,0.70,100,f,100
457,Cooking Essentials,Hershey's Chocolate Flavour Syrup,2.20,6.00,6,2.05,623,f,680
458,Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),0.55,16.00,4,0.46,200,f,200
459,Cooking Essentials,24 Mantra Red Chilly Whole,0.70,7.00,1,0.65,100,f,100
460,Cooking Essentials,Dabur Honey - World's No.1,1.20,0.00,6,1.20,250,f,250
461,Cooking Essentials,24 Mantra Organic Puffed Rice,0.40,2.00,6,0.39,200,f,200
462,Cooking Essentials,24 Mantra Organic Wheat Daliya ,0.48,2.00,2,0.47,500,f,500
463,Cooking Essentials,24 Mantra Organic Ragi Flour,0.65,20.00,4,0.52,500,f,500
464,Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),0.35,5.00,6,0.33,25,f,25
465,Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,2.15,0.00,4,2.15,1000,f,1
466,Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,1.02,7.00,4,0.94,2000,f,2
467,Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),0.85,7.00,5,0.79,500,f,500
468,Cooking Essentials,Popular Essentials HMT Kolam Steam,0.75,0.00,3,0.75,1000,f,1
469,Cooking Essentials,Popular Essentials Black Urad Split,0.80,10.00,4,0.72,500,f,500
470,Cooking Essentials,Keya Oregano,1.09,10.00,5,0.98,9,f,9
471,Cooking Essentials,Popular Essentials Pink Rajma,1.00,10.00,6,0.90,500,f,500
472,Cooking Essentials,Everest Chicken Masala,0.74,2.00,6,0.72,100,f,100
473,Cooking Essentials,Popular Essentials HMT Kolam Steam,3.70,10.00,6,3.33,5000,f,5
474,Cooking Essentials,Everest Shahi Paneer Masala,0.42,4.00,5,0.40,50,f,50
475,Cooking Essentials,Godrej Yummiez Chicken Nuggets,3.25,9.00,1,2.93,500,f,500
476,Cooking Essentials,Flying Bird Vanilla Essence,0.35,2.00,6,0.34,20,f,20
477,Cooking Essentials,Everest Sabji Masala,0.30,3.00,6,0.29,50,f,50
478,Cooking Essentials,Popular Essentials Californian Almond,6.95,32.00,6,4.70,500,f,500
479,Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,1.10,20.00,6,0.88,80,f,80
480,Cooking Essentials,Everest Rajma Masala,0.33,3.00,5,0.32,50,f,50
481,Cooking Essentials,Popular Essentials White Til,0.40,5.00,1,0.38,100,f,100
482,Cooking Essentials,Amul Dark Compound Chocolate Slab,1.25,2.00,6,1.22,500,f,500
483,Cooking Essentials,Mothers Recipe Papad Chana Masala,0.79,10.00,6,0.71,200,f,200
484,Cooking Essentials,Ching's Schezwan Masala Instant Noodles,0.60,0.00,1,0.60,240,f,240
485,Cooking Essentials,Amul Milk Compound Chocolate Slab,1.10,2.00,6,1.07,500,f,500
486,Cooking Essentials,Eastern Chicken Masala,0.70,7.00,3,0.65,100,f,100
487,Cooking Essentials,Popular Essentials Methi Seeds,0.25,0.00,5,0.25,100,f,100
488,Cooking Essentials,Saffola Yummy Masala Noodles ,0.20,0.00,2,0.20,46,f,46
489,Cooking Essentials,Cadbury Hot Chocolate,1.75,5.00,6,1.66,200,f,200
490,Cooking Essentials,Ching's Chicken Chilli Masala,0.10,0.00,6,0.10,20,f,20
491,Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,0.62,6.00,6,0.58,250,f,250
492,Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,1.00,10.00,6,0.90,50,f,50
493,Cooking Essentials,Popular Essentials Idli Rice,0.60,10.00,4,0.54,1000,f,1
494,Cooking Essentials,Everest Chole Masala,0.33,3.00,1,0.32,50,f,50
495,Cooking Essentials,Dabur Hommade Tamarind Paste,0.48,6.00,6,0.45,200,f,200
496,Cooking Essentials,"Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)",0.35,2.00,6,0.34,48,f,48
497,Cooking Essentials,Popular Essentials Cooking Soda,0.30,10.00,6,0.27,200,f,200
498,Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,2.55,6.00,2,2.39,1000,f,1
499,Cooking Essentials,Everest Pani Puri Masala,0.31,3.00,6,0.30,50,f,50
500,Cooking Essentials,Nissin Cup Noodles Tangy Tomato,0.50,10.00,2,0.45,70,f,70
501,Cooking Essentials,Ching's Veg Manchurian Masala,0.10,0.00,2,0.10,20,f,20
502,Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,2.20,50.00,6,1.10,200,f,200
503,Cooking Essentials,Everest Garam Masala,1.58,10.00,6,1.42,200,f,200
504,Cooking Essentials,24 Mantra Organic Jowar Flour,0.70,7.00,6,0.65,500,f,500
505,Cooking Essentials,Maggi Coconut Milkpowder,1.00,0.00,6,1.00,100,f,100
506,Cooking Essentials,On1y Pepper Grinder,1.59,9.00,1,1.44,50,f,50
507,Cooking Essentials,Popular Essentials Rice Flour,0.60,0.00,3,0.60,1000,f,1
508,Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,10.00,1,0.25,65,f,65
509,Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,0.95,0.00,6,0.95,1000,f,1
510,Cooking Essentials,Happilo Premium Afghani Anjeer,3.65,29.00,2,2.56,200,f,200
511,Cooking Essentials,Popular Essentials Chiroti Sooji,0.35,2.00,6,0.34,500,f,500
512,Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,3.30,10.00,5,2.94,1000,f,1
513,Cooking Essentials,Popular Essentials Red Rajma,0.90,10.00,6,0.81,500,f,500
514,Cooking Essentials,Cornitos Peanut - Premium Salted ,1.20,10.00,6,1.08,150,f,150
515,Cooking Essentials,Popular Essentials Black Pepper,1.00,10.00,5,0.90,100,f,100
516,Cooking Essentials,24 Mantra Organic Tur Dal - Split,1.30,7.00,6,1.20,500,f,500
517,Cooking Essentials,Sugarfree Gold Low Calorie Sweetner,0.65,6.00,3,0.61,110,f,100
518,Cooking Essentials,Ching's Secret Paneer Chilli Masala,0.10,0.00,2,0.10,20,f,20
519,Cooking Essentials,Dabur Honey ,2.20,7.00,3,2.04,500,f,500
520,Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,17.00,3,0.23,65,f,65
521,Cooking Essentials,Everest Tea Masala,0.55,9.00,2,0.50,50,f,50
522,Cooking Essentials,Ching's Paneer Chilli Masala,0.44,0.00,4,0.44,60,f,60
523,Cooking Essentials,Sunfeast YiPPee! Magic Masala Noodles,0.70,10.00,3,0.63,405,f,405
524,Cooking Essentials,Everest Meat Masala Powder,0.74,9.00,3,0.67,100,f,100
525,Cooking Essentials,Pillsbury Atta With Multigrains Wheat Grains,2.95,16.00,6,2.45,5000,f,5
526,Cooking Essentials,Mother's Recipe Tamarind Paste,0.50,2.00,6,0.49,200,f,200
527,Cooking Essentials,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,0.49,8.00,6,0.45,200,f,200
528,Cooking Essentials,Popular Essentials Cloves (Lavang),0.75,17.00,6,0.62,50,f,50
529,Cooking Essentials,Sunfeast Yippee! Power Up Atta Noodles,0.96,15.00,6,0.81,280,f,280
530,Cooking Essentials,Suhana Paneer Tikka Masala Mix,0.40,5.00,6,0.38,50,f,50
531,Cooking Essentials,24 Mantra Turmeric Powder,0.35,2.00,6,0.34,100,f,100
532,Cooking Essentials,24 Mantra Super Grain Quinoa,1.90,0.00,4,1.90,500,f,500
533,Cooking Essentials,Everest Powder - Egg Curry Masala,0.40,2.00,6,0.39,50,f,50
534,Cooking Essentials,Popular Essentials Pe Shah Jeera ,0.60,15.00,6,0.51,50,f,50
535,Cooking Essentials,24 Mantra Organic Sattu Atta,0.95,0.00,6,0.95,500,f,500
536,Cooking Essentials,Smith & Jones Pasta Masala,0.46,0.00,6,0.46,54,f,54
537,Cooking Essentials,Weikfield Vanilla Custard Powder,1.42,9.00,3,1.28,500,f,500
538,Cooking Essentials,Sugarfree Natura Low Calorie Sweetner ,3.00,10.00,3,2.70,42,f,42
539,Cooking Essentials,Pillsbury Vanilla Custard Powder,0.37,2.00,6,0.36,100,f,100
540,Cooking Essentials,24 Mantra Organic Rajma,1.45,0.00,6,1.45,500,f,500
541,Cooking Essentials,Popular Essentials Broken Wheat/Daliya,0.35,2.00,6,0.34,500,f,500
542,Cooking Essentials,Zorabian Chicken Smoked Ham,2.05,5.00,1,1.94,250,f,250
543,Cooking Essentials,Smith & Jones Peri Peri Masala,0.99,0.00,6,0.99,75,f,75
544,Cooking Essentials,Saffola Veggie Twist Masala Oats,1.95,12.00,2,1.71,500,f,500
545,Cooking Essentials,Popular Essentials Urad Dal Split (Un-Polished),0.85,9.00,5,0.77,500,f,500
546,Cooking Essentials,Weikfield Baking Powder,0.22,0.00,6,0.22,50,f,50
547,Cooking Essentials,Popular Essentials Bajra Whole,0.65,13.00,6,0.56,1000,f,1
548,Cooking Essentials,Weikfield Veg Jelly Crystals - Strawberry,0.45,2.00,6,0.44,90,f,90
549,Cooking Essentials,Weikfield Veg Jelly Crystals - Raspberry,0.45,2.00,6,0.44,90,f,90
550,Cooking Essentials,Popular Essentials Masoor Dal Split (Un-Polished),0.70,10.00,4,0.63,500,f,500
551,Cooking Essentials,Popular Essentials Ajwain Whole,0.50,12.00,2,0.44,100,f,100
552,Cooking Essentials,Popular Essentials Pista Salted (With Shell),4.70,21.00,5,3.71,250,f,250
553,Cooking Essentials,The Bake Shop Bread Crumbs,0.50,6.00,3,0.47,400,f,400
554,Cooking Essentials,Popular Essentials Horse Gram,0.40,10.00,4,0.36,500,f,500
555,Cooking Essentials,Hershey's Chocolate Syrup,0.95,0.00,4,0.95,200,f,200
556,Cooking Essentials,Godrej Yummiez Chilli Chicken Sausages ,1.60,10.00,3,1.44,250,f,250
557,Cooking Essentials,Everest Kasuri Methi,0.25,0.00,6,0.25,25,f,25
558,Cooking Essentials,Satyam Makhana,2.08,0.00,6,2.08,100,f,100
